SMILES,Reward
CCC(N1CCC(=O)c2ccc(-c3ccc(C#N)c(N4CCOCC4)c3)nc21)C(C)(C)C,1
CCn1c(C)c(CNc2ccc(OCC(C)(C)C#N)c(CN3CCOCC3)c2)c2ccc(C)cc21,1
Cc1ccccc1-c1[nH]c2ccc(C(C)(C)C)cc2c1CN1CCC(OCCN2CCOCC2)C1,1
CC(C)(C)Oc1[nH]c2ccc(C#N)cc2c1-c1ccc(CN2CCOCC2)cn1,1
CCNc1ccccc1CN1CCC2(CC1)OC(=O)c1cccnc12,1
CCOC(=O)c1cc(C#N)c(C)nc1N1CCN(CCOC(=O)c2cccc3c2C(=O)OC3(C)C)CC1,1
Cc1ccc(C(CCNc2ccc(C)c(C)c2)N2CCC3(CC2)OC(=O)c2cnccc23)cc1,1
Cc1ccc(C(CCNc2ccc(C)c(C)c2)N2CCC3(CC2)OC(=O)c2ccncc23)cc1,1
CCc1c(C)[nH]c2c1C(N(Cc1ccc([O-])cc1)c1ccc(C(C)(C)C#N)cc1)C(CN1CCOCC1)CC2,1
CCc1ccc2[nH]c(C(C)(C)C)c(CN3CCc4cc(N5CCOCC5)ccc43)c2c1,1
CC(C)(C)OC(=O)c1ccccc1COC1CCCN(c2ncnc3[nH]cnc23)C1,1
CCOc1cc(N2CCOCC2)c(OCC)cc1NCc1cn(CCC#N)c2ccccc12,1
CC(C)(C)OC(=O)c1ccccc1COC1CCN(c2ncnc3[nH]cnc23)CC1,1
CCC(C)(C)C(c1ccccc1C#N)N(Cc1ccc(N2CCC(O)C2)nc1)Cc1ccc2c(c1)COC2,1
CCOc1ccc(-c2[nH]c3ccccc3c2CN(CCCN2CCOCC2)Cc2ccc(N(C)C)cc2)cc1,1
CCn1c(C)c(CN(Cc2ccc(C(C)(C)C#N)cc2)c2cccc(N3CCOC(CO)C3)c2)c2cc(C)ccc21,1
CCOC(=O)c1[nH]c2ccc(OC3(CCNCC(C#N)C(C)C)CCN(c4ccccc4)CC3)cc2c1C,1
CCn1cnnc1C1CN(C2c3ccccc3C(=O)C2(C)C)CCO1,1
CCOCCn1c(C2CCN(C3c4ccccc4N(C4CCCC5OC(CC#N)CC54)C3(C)C)CC2)nc2ccccc21,1
CCOc1cc(N2CCOC(C)(C)C2)ccc1NCc1c[nH]c2ccc(C#N)cc12,1
CCOC(=O)c1cnc(C(C)(C)C)cc1OC1CNCC1N1CCc2ccccc2C1,1
Cc1c(C(C)N2CCC(CNCc3ccccc3)(OC(C)C)C2)c(N2CCOCC2)nc2ccccc12,1
CCC(c1ccc(C(C)(C)C)cc1)N(Cc1ccc2occc2c1)Cc1cccnc1N1CCC(O)C1,1
CC(C)Oc1cc(N2CCC(N3CCOCC3)CC2)ccc1NC1CCCc2c1n(CCC#N)c1ccccc21,1
Cc1ccccc1-c1[nH]c2ccc(C(C)(C)C)cc2c1CN1CCc2c(cccc2N2CCOC2=O)C1,1
