SMILES,Reward
O=C(c1cc(Br)cn(C2CC2)c1=O)N1CCN(c2c(F)cc(F)cc2F)CC1,0.846949774
Fc1cc(F)c(N2CCN(Cc3cccc(C4(C(F)(F)F)N=N4)c3)CC2)c(F)c1,0.843733734
O=S(=O)(c1ccc(N2CCN(c3c(F)cc(F)cc3F)CC2)cc1)C(F)F,0.82185562
Fc1cc(F)c(N2CCN(c3cc(C4CC4)nc4c(Br)cccc34)CC2)c(F)c1,0.817264336
CC(CN1CCc2cc(F)cc(F)c21)C1CCC1,0.817192328
O=S(=O)(c1cccc(CN2CCN(c3c(F)cc(F)cc3F)CC2)c1)C(F)(F)F,0.794482599
O=S(=O)(c1ccc(C2(C(F)(F)F)N=N2)cc1)N1CCN(c2c(F)cc(F)cc2F)CC1,0.77705658
O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)ccc1N1CCN(c2c(F)cc(F)cc2F)CC1,0.753584766
O=C(NC(C(F)F)C1CC1)N1CCN(c2c(F)cc(F)cc2F)CC1,0.752544448
C=CS(=O)(=O)c1ccc(N2CCN(c3cc(F)c(O)c(F)c3)CC2)cc1,0.751626557
O=C(Nc1ccc(C2(C(F)(F)F)N=N2)cc1)N1CCN(c2c(F)cc(F)cc2F)CC1,0.748605479
CC1CN(c2cc3nccc(Cl)c3cc2F)CC(C)S1=O,0.74481315
Fc1cccc2cc(Br)c(N3CCC3CC3CC3)nc12,0.736651266
O=C1C(Br)CCN1c1c(F)cccc1N1CCCc2cc(F)cc(F)c21,0.723632795
CSc1ccc(CN(CC(F)F)CC2CCC2)cc1,0.720589092
O=c1c(N2CCC(Cc3ccc(C(F)F)cc3)C2)nccn1C1CC1,0.701226395
O=C(c1cc(S(=O)(=O)C(F)(F)F)ccc1F)N1CCN(c2c(F)cc(F)cc2F)CC1,0.697042643
O=S(=O)(c1ccccc1NCc1cc(F)cc(F)c1O)C(F)(F)F,0.690584073
CC(C)(C)CCCN(Cc1cccc(C(F)(F)F)c1)Cc1cccc(C(F)(F)F)c1,0.682695095
C=CCCCCCCCNc1ccc(S(=O)(=O)C(F)(F)F)cc1,0.68230577
O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)ccc1NCCN=S(=O)(c1ccccc1)C(F)(F)F,0.677529624
O=C(c1cccc(S(=O)(=O)C(F)(F)F)c1)N1CCN(c2ccccc2S(=O)(=O)C(F)(F)F)CC1,0.67530753
C=CCN(Cc1ccccc1)c1ccc(S(=O)(=O)C(F)(F)Cl)cc1,0.647848576
C=CCC(C)(CO)CNc1cnc2c(F)cccc2n1,0.645270897
CCN(C(=O)c1cccc(S(=O)(=O)C(F)(F)F)c1)c1ccc(S(=O)(=O)C(F)(F)F)cc1,0.64402107
COc1cccc(F)c1N1CCN(C(=O)c2cccc(S(=O)(=O)C(F)(F)F)c2)CC1,0.639366415
CC(C)(C)OC(=O)CN(Cc1ccc(CF)cc1)CC1CC1,0.637355193
CCN(CCC1CC1)c1ccccc1S(=O)(=O)C(F)(F)Cl,0.631981324
Cc1c(Br)c(=O)c(C(=O)N2CC(C)S(=O)C(C)C2)cn1C1CC1,0.631113301
Fc1ccccc1CN(CCCCC1CC1)CC1CC1,0.61623421
CC(c1ccc(C(F)(F)F)cc1)N(Cc1ccc(F)cc1)CC1CC1,0.585273834
O=C(c1c[nH]c2c(Cl)cc(Br)cc2c1=O)N1CCN(c2c(F)cncc2F)CC1,0.581613289
CC(C)(C)OC(=O)N(CC(N)(CO)CO)C(=O)Cc1ccccc1S(=O)(=O)C(F)F,0.817955279
CC(C)(C)CCCCCNC(CC1CCCC1)c1ccc(Oc2ccccc2)cc1,0.761220239
CC(C)(C)CN(CC(=O)OC(C)(C)C)Cc1cccc(S(=O)(=O)C(F)(F)F)c1,0.742936448
O=S(=O)(c1ccc(NC(C2CCCC2)C2CCCC2)cc1)C(F)(F)F,0.714619718
Brc1cccc(CCCNC2CCc3cccc4cccc2c34)c1,0.700753176
COc1cccc(C2(NCCCCCCSc3ccccc3OC(C)=O)CCCCC2)c1,0.666307732
O=S(=O)(c1ccc(NCC2(c3cccc(C(F)(F)F)c3)CCC2)cc1)C(F)F,0.665320362
CCCc1cccc(CNC(c2cccc(C(F)(F)F)c2)C2CCCCC2)n1,0.647353768
c1ccc(CN(CCN(Cc2ccccn2)CC2CCC(c3ccccc3)CC2)Cc2ccccc2)cc1,0.616948152
O=C(NCCCCc1ccc(C(F)(F)F)cc1)NCC1(c2cc(F)cc(C(F)(F)F)c2)CC1,0.590765069
O=S(=O)(c1ccc(NCCOc2ccc(Br)cc2C(F)(F)F)cc1)C(F)(F)F,0.58677622
COc1ccc(C(NC[Si](C)(C)c2ccccc2)c2ccc(C(F)(F)F)cc2)cc1,0.57032147
O=S(=O)(c1cc(F)ccc1NCc1ccccc1O)C(F)(F)F,0.524794729
CC1(c2ccc(C(F)(F)F)cc2)CCN(c2ccc(S(=O)(=O)C(F)(F)F)cc2)C1,0.519362247
CN(CCCCCCCCCC(=O)OC(C)(C)C)Cc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Br,0.518677516
CC(C)(C)OC(=O)c1cccc(NC(CC2CCCC2)CC2CCCC2)n1,0.506271833
O=C(NCCCn1ccc2ccccc21)NCc1ccc(O)c(Br)c1,0.505128026
CC(Nc1ccccc1S(=O)(=O)C(F)(F)F)C(O)c1c(F)cccc1Cl,0.479493728
O=C(NC(CC1CCCC1)CC1CCCC1)NC1(c2ccc(C(F)(F)F)cc2)CCC1,0.471675008
CC(C)(C)OC(=O)N1CC(C(=O)NCc2cccc(C3(C(F)(F)F)N=N3)c2)(S(C)(=O)=O)C1,0.452150655
Cn1cc(Br)c(=O)c(C(=O)N2CCN(c3ccccc3S(=O)(=O)C(F)(F)F)CC2)c1,0.442157096
CN(Cc1cc(F)cc(C(F)(F)F)c1)c1ccc(S(=O)(=O)C(F)(F)F)cc1,0.433782492
CC(C)(C)OC(=O)C1(C(=O)NCc2ccc(C3(C(F)(F)F)N=N3)cc2)CCCC1,0.403378332
COC(CNc1ccc(S(=O)(=O)C(F)(F)F)cc1[N+](=O)[O-])c1ccccc1F,0.323639459
CC(C)Sc1ncccc1C(=O)N(C(=O)CC1CCCc2ccccc21)C(CN)C1CCCC1,0.257671015
CCc1ccc(CNc2ccc([N+](=O)[O-])c(OC(C)(C)C)c2)c(F)c1,0.244497892
O=C(Nc1c(Br)cc(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)cc(Cl)c1Cl,0.31645
BrCC1(N2CCN(Cc3ccc(-c4cccc(Br)c4)s3)CC2)CC1,0.302266667
CC(Cc1ccccc1C(F)(F)F)NC1(CCc2ccccc2)CCCCC1,0.280666667
CCCN(Cc1ccc(CO[Si](C)(C)C(C)(C)C)cc1)C(CCc1cccs1)c1ccc(Br)cc1,0.262358333
Clc1cccc(C(NCC23CCC(CC2)CC3)c2cccc(Cl)c2)c1,0.230833333
CCc1ccc(C(CC(C)C)NC(Cc2ccccc2)C23CC4CC(CC(C4)C2)C3)cc1,0.228141667
FC(F)(F)Oc1ccccc1C1(F)CCN(c2cc(C(F)(F)F)ncc2Br)CC1,0.225235714
CN1CCN(c2c(CBr)ccc3ccccc23)c2ccc(Br)cc21,0.2182
CC(C)C(Nc1ccc(F)c(C(F)(F)F)c1)c1ccc(C2CCCCC2)cc1,0.205066667
